perseus_n,perseus_text,comp,anceps_n,anceps_text,speaker,elision,speech
['29'],"Sol generis, et spectatur, et curru insidens",1,28,so*l ge^ne^ri^s e_t spe*cta_tu^r e_t cu*rr(u) i_nsi^de*ns,['#medea'],1,1
['30'],per solita puri spatia decurrit poli?,1,29, pe*r so^li^ta^ pu_ri* spa^ti^a^ de_cu*rri_t po^li*,['#medea'],0,1
['31'],non redit in ortus et remetitur diem?,1,30, no*n re^di^t i^n o_rtu*s e_t re^me_ti*tu_r di^e*m,['#medea'],0,1
['32'],"da, da per auras curribus patriis vehi,",1,31, da* da_ pe^r [au]ra*s cu_rri^bu_s pa^tri^i_s ve^hi*,['#medea'],0,1
['33'],"committe habenas, genitor, et flagrantibus",1,32, co*mmi_tt(e) ha^be_na*s ge^ni^to^r e_t fla*gra_nti^bu*s,['#medea'],1,1
['34'],ignifera loris tribue moderari iuga:,0.90625,33, i*gni^fe^ra^ lo_ri*s tri^bu^e^ mo^de^ra*ri_ ju^ga*,['#medea'],0,1
['35'],gemino Corinthos litore opponens moras,0.942857143,34, ge^mi^no_ co^ri_ntho*s li_to^r(i) o_ppo*ne_ns mo^ra*s,['#medea'],1,1
['36'],cremata flammis maria committat duo.,1,35, cre*ma_ta^ fla_mmi*s ma^ri^a^ co_mmi*tta_t du^o*,['#medea'],0,1
['37'],"hoc restat unum, pronubam thalamo feram",1,36, ho*c re_sta^t u_nu*m pro_nu^ba_m tha^la^mo_ fe^ra*m,['#medea'],0,1
['38'],ut ipsa pinum postque sacrificas preces,0.916666667,37,u*t i_psa^ pi_nu*m po_stqve^ sa_cri^fi^ca_s pre^ce*s,['#medea'],0,1
['39'],"caedam dicatis victimas altaribus,",1,38, c[ae]da_m di^ca_ti*s vi_cti^ma_s a*lta_ri^bu*s,['#medea'],0,1
['40'],"per viscera ipsa quaere supplicio viam,",0.914285714,39,pe*r vi_sce^r(a) i_psa* qv[ae]re^ su_ppli^ci^o_ vi^a*m,['#medea'],1,1
['41'],"si vivis, anime, si quid antiqui tibi",0.8125,40, si* vi_vi^s a^ni^me* si_ qvi^d a_nti*qvi_ ti^bi*,['#medea'],0,1
['42'],remanet vigoris; pelle femineos metus,1,41, re^ma^ne_t vi^go_ri*s pe_lle^ fe_mi^ne^o_s me^tu*s,['#medea'],0,1
['43'],"et inhospitalem Caucasum mente indue,",1,42, e^t i^nho_spi^ta_le*m c[au]ca^su_m me*nt(e) i_ndu^e*,['#medea'],1,1
['44'],"quodcumque vidit Pontus aut Phasis nefas,",0.864864865,43, qvo*dcu_mqve^ vi_di*t pha_si^s [au]t po*ntu_s ne^fa*s,['#medea'],0,1
['45'],"videbit Isthmos. effera ignota horrida,",1,44, vi*de_bi^t i_sthmo*s e_ffe^r(a) i_gno*t(a) ho_rri^da*,['#medea'],2,1
['46'],tremenda caelo pariter ac terris mala,1,45, tre*me_nda^ c[ae]lo* pa^ri^te^r a_c te*rri_s ma^la*,['#medea'],0,1
['47'],mens intus agitat: vulnera et caedem et vagum,1,46, me*ns i_ntu^s a^gi^ta*t vu_lne^r(a) e_t c[ae]d(e)m e_t va^gu*m,['#medea'],2,1
['48'],funus per artus— levia memoravi nimis:,1,47, fu*nu_s pe^r a_rtu*s le^vi^a^ me^mo^ra*vi_ ni^mi*s,['#medea'],0,1
['49'],haec virgo feci; gravior exurgat dolor:,1,48, h[ae]c vi_rgo^ fe_ci* gra^vi^o^r e_xu*rga_t do^lo*r,['#medea'],0,1
['50'],maiora iam me scelera post partus decent.,0.837837838,49, ma*jo_ra^ ja_m me* sce^le^ra^ po_st pa*rtu_s de^ce*nt,['#medea'],0,1
['51'],accingere ira teque in exitium para,0.90625,50, a*cci_nge^r(e) i_ra* te_qv(e) i^n e_xi^ti^u_m pa^ra*,['#medea'],2,1
['52'],furore toto. paria narrentur tua,1,51, fu*ro_re^ to_to* pa^ri^a^ na_rre*ntu_r tu^a*,['#medea'],0,1
['53'],repudia thalamis: quo virum linques modo?,0.833333333,52,re*pu^di^a^ tha^la^mi*s qvo_ vi^ru_m li*nqve_s mo^do*,['#medea'],0,1
['54'],hoc quo secuta es. rumpe iam segnes moras:,0.837837838,53, ho*c qvo_ se^cu_t(a) e*s ru_mpe^ ja_m se*gne_s mo^ra*s,['#medea'],1,1
['55'],"quae scelere parta est, scelere linquenda est domus.",0.893617021,54, qv[ae] sce^le^re^ pa_rt(a) e*st sce^le^re^ li_nqve*nd(a) e_st do^mu*s,['#medea'],2,1
['56'],Ad regum thalamos numine prospero,0,,,['#chorus'],,
['57'],qui caelum superi quique regnat fretum,0,,,['#chorus'],,
['58'],"assint cum populis rite faventibus,",0,,,['#chorus'],,
['59'],primum sceptriferis colla Tonantibus,0,,,['#chorus'],,
['60'],taurus celsa ferat tergore candido;,0,,,['#chorus'],,
['61'],Latinam nivei femina corporis,0,,,['#chorus'],,
['62'],intemptata iugo placet et asperi,0,,,['#chorus'],,
['63'],"Martis sanguineas quae cohibet manus,",0,,,['#chorus'],,
['64'],quae dat belligeris foedera gentibus,0,,,['#chorus'],,
['65'],"et cornu retinet divite copiam,",0,,,['#chorus'],,
['66'],"donetur tenera mitior hostia,",0,,,['#chorus'],,
['67'],"et tu, qui facibus legitimis ades,",0,,,['#chorus'],,
['68'],noctem discutiens auspice dextera,0,,,['#chorus'],,
['69'],"huc incede gradu marcidus ebrio,",0,,,['#chorus'],,
['70'],praecingens roseo tempora vinculo.,0,,,['#chorus'],,
['71'],"et tu quae, gemini praevia temporis,",0,,,['#chorus'],,
['72'],"tarde, stella, redis semper amantibus:",0,,,['#chorus'],,
['73'],"te matres, avide te cupiunt nurus",0,,,['#chorus'],,
['74'],quamprimum radios spargere lucidos.,0,,,['#chorus'],,
['75'],Vincit virgineus decor,0,,,['#chorus'],,
['76'],"longe Cecropias nurus,",0,,,['#chorus'],,
['77'],et quas Taygeti iugis,0,,,['#chorus'],,
['78'],exercet iuvenum modo,0,,,['#chorus'],,
['79'],"muris quod caret oppidum,",0,,,['#chorus'],,
['80'],et quas Aonius latex,0,,,['#chorus'],,
['81'],Alpheosque sacer lavat.,0,,,['#chorus'],,
['82'],"Si forma velit aspici,",0,,,['#chorus'],,
['83'],cedent Aesonio duci,0,,,['#chorus'],,
['84'],proles fulminis improbi,0,,,['#chorus'],,
['85'],aptat qui iuga tigribus.,0,,,['#chorus'],,
['86'],"nec non, qui tripodas movet,",0,,,['#chorus'],,
['87'],"frater virginis asperae,",0,,,['#chorus'],,
['88'],cedet Castore cum suo,0,,,['#chorus'],,
['89'],Pollux caestibus aptior.,0,,,['#chorus'],,
['90'],"sic, sic, caelicolae, precor,",0,,,['#chorus'],,
['91'],"vincat femina coniuges,",0,,,['#chorus'],,
['92'],vir longe superet viros.,0,,,['#chorus'],,
['93'],"Haec cum femineo .constitit in choro,",0,,,['#chorus'],,
['94'],unius facies praenitet omnibus.,0,,,['#chorus'],,
['95'],"sic cum sole perit sidereus decor,",0,,,['#chorus'],,
['96'],et densi latitant Pleiadum greges,0,,,['#chorus'],,
['97'],cum Phoebe solidum lumine non suo,0,,,['#chorus'],,
['98'],orbem circuitis cornibus alligat.,0,,,['#chorus'],,
['99'],ostro sic niveus puniceo color,0,,,['#chorus'],,
['100'],"perfusus rubuit, sic nitidum iubar",0,,,['#chorus'],,
['101'],pastor luce nova roscidus aspicit.,0,,,['#chorus'],,
['102'],"ereptus thalamis Phasidis horridi,",0,,,['#chorus'],,
['103'],effrenae solitus pectora coniugis,0,,,['#chorus'],,
['104'],"invita trepidus prendere dextera,",0,,,['#chorus'],,
['105'],felix Aeoliam corripe virginem .,0,,,['#chorus'],,
['106'],"nunc primum soceris, sponse, volentibus.",0,,,['#chorus'],,
['107'],"concesso, iuvenes, ludite iurgio,",0,,,['#chorus'],,
['108'],"hinc illinc, iuvenes, mittite carmina:",0,,,['#chorus'],,
['109'],rara est in dominos iusta licentia.,0,,,['#chorus'],,
['110'],"Candida thyrsigeri proles generosa Lyaei,",0,,,['#chorus'],,
['111'],multifidam iam tempus erat succendere pinum:,0,,,['#chorus'],,
['112'],excute sollemnem digitis marcentibus ignem.,0,,,['#chorus'],,
['113'],festa dicax fundat convicia fescenninus.,0,,,['#chorus'],,
['114'],"solvat turba iocos— tacitis eat illa tenebris,",0,,,['#chorus'],,
['115'],si qua peregrino nubit fugitiva marito.,0,,,['#chorus'],,
['116'],"Occidimus, aures pepulit hymenaeus meas.",1,55, o*cci^di^mu^s [au]re*s pe^pu^li^t hy^me^n[ae]u_s me^a*s,['#medea'],0,2
['117'],"vix ipsa tantum, vix adnue credo malum,",0.852941176,56, vi*x i_psa^ ta_ntu*m vi_x a^dhu_c cre*do_ ma^lu*m,['#medea'],0,2
['118'],"hoc facere Iason potuit, erepto patre",1,57,ho*c fa^ce^r(e) i^a_so*n po^tu^i^t e_re*pto_ pa^tre*,['#medea'],1,2
['119'],patria atque regno sedibus solam exteris,0.918918919,58, pa^tri^(a) a_tqve^ re_gno* se_di^bu_s so*l(a)m e_xte^ri*s,['#medea'],2,2
['120'],deserere durus? merita contempsit mea,1,59, de*se^re^re^ du_ru*s me^ri^ta^ co_nte*mpsi_t me^a*,['#medea'],0,2
['121'],qui scelere flammas viderat vinci et mare?,0.947368421,60, qvi* sce^le^re^ fla_mma*s vi_de^ra_t vi*nc(i) e_t ma^re*,['#medea'],1,2
['122'],adeone credit omne consumptum nefas?,1,61, a^de^o_ne^ cre_di*t o_mne^ co_nsu*mptu_m ne^fa*s,['#medea'],0,2
['123'],incerta vaecors mente vaesana feror,0.75,62, i*nce_rta^ ve_co*rs me_nte^ no_n sa*na_ fe^ro*r,['#medea'],0,2
['124'],partes in omnes; unde me ulcisci queam?,0.911764706,63, pa*rte_s i^n o_mne*s u_nde^ m(e) u_lci*sci_ qve^a*m,['#medea'],1,2
['125'],utinam esset illi frater! est coniunx: in hanc,0.926829268,64, u^ti^n(a)m e_sse^t i_lli* fra_te^r e_st co*nju_nx i^n ha*nc,['#medea'],1,2
['126'],ferrum exigatur. hoc meis satis est malis?,1,65, fe*rr(u)m e_xi^ga_tu*r ho_c me^i_s sa^ti^s e_st ma^li*s,['#medea'],1,2
['127'],"si quod Pelasgae, si quod urbes barbarae",0.833333333,66, si* qvo_d pe^la_sg[ae] si_ qvo^d u_rbe*s ba_rba^r[ae],['#medea'],0,2
['128'],"novere facinus quod tuae ignorent manus,",0.916666667,67, no*ve_re^ fa^ci^nu*s qvo_d tu^(ae) i_gno*re_nt ma^nu*s,['#medea'],1,2
['129'],nunc est parandum. scelera te hortentur tua,1,68, nu*nc e_st pa^ra_ndu*m sce^le^ra^ t(e) ho_rte*ntu_r tu^a*,['#medea'],1,2
['130'],et cuncta redeant f inclitum regni decus,0.918918919,69, e*t cu_ncta^ re^de^a*nt i_ncli^tu_m re*gni_ de^cu*s,['#medea'],0,2
['131'],raptum et nefandae virginis parvus comes,1,70, ra*pt(u)m e_t ne^fa_nd[ae] vi_rgi^ni_s pa*rvu_s co^me*s,['#medea'],1,2
['132'],"divisus ense, funus ingestum. patri",1,71, di*vi_su^s e_nse* fu_nu^s i_nge*stu_m pa^tri*,['#medea'],0,2
['133'],sparsum que ponto corpus et Peliae senis,0.864864865,72, spa*rsu_mqve^ po_nto* co_rpu^s e_t pe^li^[ae] se^ni*s,['#medea'],0,2
['134'],decocta aeno membra: funestum impie,1,73, de*co_ct(a) a^e_no* me_mbra^ fu_ne*st(u)m i_mpi^e*,['#medea'],2,2
['135'],"quam saepe fudi sanguinem, et nullum scelus",0.871794872,74, qva*m s[ae]pe^ fu_di* sa_ngvi^n(e)m e_t nu*llu_m sce^lu*s,['#medea'],1,2
['136'],irata feci: suasit infelix amor.,0.814814815,75, i*ra_ta^ fe_ci* s[ae]vi^t i_nfe*li_x a^mo*r,['#medea'],0,2
['137'],"Quid tamen Iason potuit, alieni arbitri",1,76,qui*d ta^me^n i^a_so*n po^tu^i^t a^li^e*n(i) a_rbi^tri*,['#medea'],1,2
['138'],iurisque factus? debuit ferro obvium,0.875,77, ju*ri_sqve^ fa_ctu*s de_bu^i_t fe*rr(o) o_bvi^u*m,['#medea'],1,2
['139'],"offerre pectus— melius, a melius, dolor",1,78, o*ffe_rre^ pe_ctu*s me^li^u^s a_ me^li^u_s do^lo*r,['#medea'],0,2
['140'],"furiose, loquere, si potest, vivat meus,",0.909090909,79,fu^ri^o_se^ lo^qve^re* si_ po^te_st vi*va_t me^u*s,['#medea'],0,2
['141'],"ut fuit, Iason; si minus, vivat tamen",0.838709677,80,u*t fu^i^t i^a_so*n si_ mi^nu_s ui*ua_t ta^me*n,['#medea'],0,2
['142'],memorque nostri muneris parcat mihi.,0.75,81, me*mo_rqve^ no_stri* mu_ne^ri_ pa*rca_t me^o*,['#medea'],0,2
['143'],"culpa est Creontis tota, qui sceptro impotens",0.926829268,82, cu*lp(a) e_st cre^o_nti*s to_ta^ qvi_ sce*ptr(o) i_mpo^te*ns,['#medea'],2,2
['144'],coniugia solvit quique genetricem abstrahit,0.775,83, co*nju^gi^a^ so_lvi*t qvi_qve^ ge^ne^tri*c(e)m a_bstra^hi*t,['#medea'],1,2
['145'],gnatis et arto pignore astrictam fidem,1,84, gna*ti_s e^t a_rto* pi_gno^r(e) a_stri*cta_m fi^de*m,['#medea'],1,2
['146'],"dirimit: petatur solus hic, poenas luat",1,85, di^ri^mi_t pe^ta_tu*r so_lu^s hi_c p[oe]na_s lu^a*t,['#medea'],0,2
['147'],"quas debet, alto cinere cumulabo domum;",0.941176471,86, qva*s de_be^t a_lto* ci^ne^re^ cu^mu^la*bo_ do^mu*m,['#medea'],0,2
['148'],videbit atrum verticem flammis agi,1,87, vi*de_bi^t a_tru*m ve_rti^ce_m fla*mmi_s a^gi*,['#medea'],0,2
['149'],Malea longas navibus flectens moras.,0.90625,88,ma*le_a^ lo_nga*s na_ui^bu_s fle*cte_ns mo^ra*s,['#medea'],0,2
['150'],"Sile, obsecro, questusque secreto abditos",0.833333333,89, si*l(e) o_bse^cro_ qve*stu_sqve^ se_cre*t(o) a_bdi^to*s,['#nutrix'],2,3
['151'],"manda dolori, gravia quisquis vulnera",0.818181818,90, ma*nda_ do^lo_ri* gra^vi^a^ qvi_sqvi*s vu_lne^ra*,['#nutrix'],0,3
['152'],"patiente et aequo mutus animo pertulit,",0.914285714,91, pa^ti^e_nt(e) e^t [ae]qvo* mu_tu^s a^ni^mo* pe_rtu^li*t,['#nutrix'],1,3
['153'],referre potuit: ira quae tegitur nocet;,0.911764706,92, re*fe_rre^ po^tu^i*t i_ra^ qv[ae] te^gi^tu_r no^ce*t,['#nutrix'],0,3
['154'],professa perdunt odia vindictae locum.,1,93, pro*fe_ssa^ pe_rdu*nt o^di^a^ vi_ndi*ct[ae] lo^cu*m,['#nutrix'],0,3
['155'],Levis est dolor qui capere consilium potest,0.925,94, le^vi^s e_st do^lo_r qvi* ca^pe^re^ co_nsi^li^u_m po^te*st,['#medea'],0,
['156'],et clepere sese: magna non latitant mala.,1,95, e*t cle^pe^re^ se_se* ma_gna^ no_n la^ti^ta_nt ma^la*,['#medea'],0,
"['157', '157b']","libet ire contra, Siste furialem impetum,",1,96, li^be^t i_re^ co_ntra* si_ste^ fu^ri^a*l(e)m i_mpe^tu*m,"['#medea', '#nutrix']",1,
['158'],alumna: vix te tacita defendit quies.,0.90625,97, a*lu_mna^ vi_x te* ta^ci^ta^ de_fe*ndi_t qvi^e*s,['#nutrix'],0,
['159'],"Fortuna fortes metuit, ignavos premit.",1,98, fo*rtu_na^ fo_rte*s me^tu^i^t i_gna*vo_s pre^mi*t,['#medea'],0,
['160'],"Tunc est probanda, si locum virtus habet.",1,99, tu*nc e_st pro^ba_nda* si_ lo^cu_m vi*rtu_s ha^be*t,['#nutrix'],0,
['161'],Numquam potest non esse virtuti locus.,0.911764706,100, nu*mqva_m po^te_st no*n e_sse^ vi_rtu*ti_ lo^cu*s,['#medea'],0,
['162'],Spes nulla rebus monstrat adflictis viam.,1,101, spe*s nu_lla^ re_bu*s mo_nstra^t a_dfli*cti_s vi^a*m,['#nutrix'],0,
['163'],"Qui nil potest sperare, desperet nihil.",0.941176471,102, qvi* ni_l po^te_st spe*ra_re^ de_spe*re_t ni^hi*l,['#medea'],0,
['164'],"Abiere Colchi, coniugis nulla est fides",0.914285714,103, a^bi^e_re^ co_lchi* co_nju^gi_s nu*ll(a) e_st fi^de*s,['#nutrix'],1,
['165'],nihilque superest opibus e tantis tibi.,0.914285714,104, ni*hi_lqve^ su^pe^re*st o^pi^bu^s e_ ta*nti_s ti^bi*,['#nutrix'],0,
['166'],"Medea superest, hic mare et terras vides",1,105, me*de_a^ su^pe^re*st hi_c ma^r(e) e_t te*rra_s vi^de*s,['#medea'],1,
['167'],ferrumque et ignes et deos et fulmina.,0.911764706,106, fe*rru_mqv(e) e^t i_gne*s e_t de^o_s e*t fu_lmi^na*,['#medea'],1,
"['168', '168b']","Rex est timendus, Rex meus fuerat pater.",1,107, re*x e_st ti^me_ndu*s re_x me^u_s fu^e^ra_t pa^te*r,"['#nutrix', '#medea']",0,
"['169', '169b']",Non metuis arma? Sint licet terra edita.,1,108, no*n me^tu^i^s a_rma* si_nt li^ce_t te*rr(a) e_di^ta*,"['#nutrix', '#medea']",1,
"['170', '170b', '170c', '170d']",Moriere. Cupio. Profuge. Paenituit fugae.,1,109,mo^ri^e_re^ cu^pi^o* pro^fu^ge^ p[ae]ni^tu^i_t fu^g[ae],"['#nutrix', '#nutrix', '#nutrix', '#medea']",0,
"['171', '171b', '171c', '171d']",Medea Fiam Mater es. Cui sim vides.,0.966666667,110,me*de_a^ fi_a*m ma_te^r e_s c[ui] si_m vi^de*,"['#nutrix', '#medea', '#nutrix', '#medea']",0,
"['172', '172b']","Profugere dubitas? Fugiam, ut ulciscar prius.",0.923076923,111,pro*fu^ge^re^ du^bi^ta*s fu^gi^(a)m a^t u_lci*sca_r pri^u*s,"['#nutrix', '#medea']",1,
"['173', '173b']","Vindex sequetur, Forsan inveniam moras.",0.911764706,112, vi*nde_x se^qve_tu*r fo_rsa^n i_nve^ni^a_m mo^ra*s,"['#nutrix', '#medea']",0,
['174'],"Compesce verba, parce iam, demens, minis",0.911764706,113, co*mpe_sce^ ve_rba* pa_rce^ ja_m de*me_ns mi^ni*s,['#nutrix'],0,
['175'],animosque minue: tempori aptari decet.,0.939393939,114, a^ni^mo_sqve^ mi^nu^e* te_mpo^r(i) a_pta*ri_ de^ce*t,['#nutrix'],1,
['176'],"Fortuna opes auferre, non animum potest,",1,115, fo*rtu_n(a) o^pe_s [au]fe_rre^ no_n a^ni^mu_m po^te*st,['#medea'],1,
['177'],sed cuius ictu regius cardo strepit?,0.9375,116, se*d cu_ju^s i_ctu* re_gi^u_s ca*rdo_ stre^pi*t,['#medea'],0,
['178'],ipse' est Pelasgo tumidus imperio Creo.,1,117, i*ps(e) e_st pe^la_sgo* tu^mi^du^s i_mpe^ri^o_ cre^o*,['#medea'],1,
['179'],"Medea, Colchi noxium Aeetae genus,",1,118,me*de_a^ co_lchi* no_xi^(u)m [ae]e*t[ae] ge^nu*s,['#creon'],1,4
['180'],nondum meis exportat e regnis pedem?,1,119, no*ndu_m me^i_s e*xpo_rta^t e_ re*gni_s pe^de*m,['#creon'],0,4
['181'],"molitur aliquid: nota fraus, nota est manus,",0.921052632,120,mo*li_tu^r a^li^qvi*d no_ta^ fr[au]s no*t(a) e_st ma^nu*s,['#creon'],1,4
['182'],cui parcet illa quemve securum sinet?,0.818181818,121,c[ui] pa_rce^t i_lla* qve_mue^ se_cu*ru_m si^ne*t,['#creon'],0,4
['183'],abolere propere pessimam ferro luem,1,122, a^bo^le_re^ pro^pe^re* pe_ssi^ma_m fe*rro_ lu^e*m,['#creon'],0,4
['184'],"equidem parabam: precibus evicit gener,",0.911764706,123, e^qvi^de_m pa^ra_ba*m pre^ci^bu^s e_vi*ci_t ge^ne*r,['#creon'],0,4
['185'],"concessa vita est, liberet fines metu",0.909090909,124,co*nce_ssa^ ui_t(a) e*st li_be^re_t fi*ne_s me^tu*,['#creon'],1,4
['186'],abeatque tuta. fert gradum contra ferox,0.914285714,125, a^be^a_tqve^ tu_ta* fe_rt gra^du_m co*ntra_ fe^ro*x,['#creon'],0,4
['187'],"minaxque nostros propius affatus petit,",0.914285714,126, mi*na_xqve^ no_stro*s pro^pi^u^s a_ffa*tu_s pe^ti*t,['#creon'],0,4
['188'],"arcete, famuli, tactu et accessu procul,",1,127, a*rce_te^ fa^mu^li* ta_ct(u) e^t a_cce*ssu_ pro^cu*l,['#creon'],1,4
['189'],iubete sileat. regium imperium pati,0.967741935,128, ju*be_te^ si^le^a*t re_gi^(u)m i_mpe^ri^u_m pa^ti*,['#creon'],1,4
['190'],"aliquando discat, vade veloci fuga",0.8,129,a^li^qva_ndo^ di_sca*t va_de^ ve_lo*ci_ vi^a*,['#creon'],0,4
['191'],monstrumque saevum horribile iamdudum avehe.,0.85,130, mo*nstru_mqve^ s[ae]v(u)m ho*rri^bi^le^ ja_mdu*d(u)m a_ve^he*,['#creon'],2,4
['192'],Quod crimen aut quae culpa multatur fuga?,0.864864865,131, qvo*d cri_me^n [au]t qv[ae] cu_lpa^ mu_lta*tu_r fu^ga*,['#medea'],0,
['193'],"Quae causa pellat, innocens mulier rogat.",0.944444444,132, qv[ae] c[au]sa^ pe_lla*t i_nno^ce_ns mu^li^e_r ro^ga*t,['#creon'],0,
['194'],"Si iudicas, cognosce, si regnas, iube.",0.806451613,133, si* ju_di^ca_s co*gno_sce^ si_ re*gna_s ju^be*,['#medea'],0,
['195'],Aequum atque iniquum regis imperium feras.,0.763157895,134, [ae]qv(u)m a_tqv(e) i^ni_qvu*m re_gi^s i_mpe^ri^u_m fe^ra*s,['#creon'],2,
['196'],Iniqua numquam regna perpetuo manent.,0.818181818,135, i*ni_qva^ nu_mqva*m re_gna^ pe_rpe^tu^o_ ma^ne*nt,['#medea'],0,
"['197', '197b']","I, querere Colchis, Redeo: qui advexit, ferat.",0.894736842,136,i* que^re^re^ co_lchi*s re^de^o^ qu(i) [au]e*xi_t fe^ra*t,"['#creon', '#medea']",1,
['198'],Vox constitute sera decreto venit.,0.8,137,vo*x co_nsti^tu_to* se_ra^ de_cre*to_ ue^ni*t,['#creon'],0,
['199'],"Qui statuit aliquid parte inaudita altera,",0.868421053,138, qvi* sta^tu^i^t a^li^qvi*d pa_rt(e) i^n[au]di*t(a) a_lte^ra*,['#medea'],2,5
['200'],"aequum licet statuerit, haud aequus fuit.",0.833333333,139,[ae]qvu_m li^ce_t sta*tu^e^ri^t h[au]d [ae]qvu_s fu^i*t,['#medea'],0,5
['201'],C R. Auditus a te Pelia supplicium tulit?,0.888888889,140, [au]di_tu^s a_ te* pe^li^a^ su_ppli^ci^u_m tu^li*t,['#medea'],0,5
['202'],"sed fare, causae detur egregiae locus.",1,141, se*d fa_re^ c[au]s[ae] de_tu^r e_gre^gi^[ae] lo^cu*s,['#medea'],0,5
['203'],Difficile quam sit animum ab ira flectere,0.921052632,142, di*ffi^ci^le^ qva_m si*t a^ni^m(u)m a^b i_ra* fle_cte^re*,['#medea'],1,5
