cts_ln,speaker,perseus,comp,anceps_n,anceps,elision
['13'],['#medea'],"nunc, nunc adeste, sceleris ultrices deae,",1.0,12, nu*nc nu_nc a^de_ste* sce^le^ri^s u_ltri*ce_s de^[ae],0
['14'],['#medea'],"crinem solutis squalidae serpentibus,",0.9090909090909091,13, cri*ne_m so^lu_ti*s sqva_li^d[ae] se*rpe_nti^bu*s,0
['15'],['#medea'],"atram cruentis manibus amplexae facem,",1.0,14, a*tra_m cru^e_nti*s ma^ni^bu^s a_mple*x[ae] fa^ce*m,0
['16'],['#medea'],"adeste, thalamis horridae quondam meis",0.9117647058823529,15, a*de_ste^ tha^la^mi*s ho_rri^d[ae] qvo*nda_m me^i*s,0
['17'],['#medea'],quales stetistis: coniugi letum novae,0.8484848484848485,16, qva*le_s ste^ti_sti*s co_nju^gi_ le*tu_m no^v[ae],0
['18'],['#medea'],"letumque socero et regiae stirpi date,",0.9117647058823529,17, le*tu_mqve^ so^ce^r(o) e*t re_gi^[ae] sti*rpi_ da^te*,1
['19'],['#medea'],"date peius aliud, quod precer sponso malum:",0.6578947368421053,18, nu*m pe_ju^s a^li^qvi*d qvo_d pre^ce_r spo*nso_ ma^lu*m,0
['20'],['#medea'],"vivat, per urbes erret ignotas egens",1.0,19, vi*va_t pe^r u_rbe*s e_rre^t i_gno*ta_s e^ge*ns,0
['21'],['#medea'],"exul pavens invisus incerti laris,",1.0,20, e*xu_l pa^ve_ns i*nvi_su^s i_nce*rti_ la^ri*s,0
['23a22b'],['#medea'],"iam notus hospes limen alienum expetat,",0.9714285714285714,21, ja*m no_tu^s ho_spe*s li_me^n a^li^e*n(u)m e_xpe^ta*t,1
['22a23b'],['#medea'],me coniugem optet quoque non aliud queam,0.5675675675675675,22, me* co_nju^g(e)m o_pto* qvo_qve^ no_n a^li^u_d qve^a*m,1
['24'],['#medea'],"peius precari, liberos similes patri """,0.90625,23, pe*ju_s pre^ca_ri* li_be^ro_s si^mi^le_s pa^tri*,0
['25'],['#medea'],"similesque matri, parta iam, parta ultio est:",0.8461538461538461,24, si^mi^le_sqve^ ma_tri* pa_rta^ ja_m pa*rt(a) u_lti^(o) e*st,2
['26'],['#medea'],"peperi, querelas verbaque in cassum sero?",0.9166666666666666,25,pe^pe^ri_ que^re_la*s ue_rba^que i_n ca*ssu_m se^ro*,0
['27'],['#medea'],non ibo in hostes? manibus excutiam faces,1.0,26, no*n i_b(o) i^n ho_ste*s ma^ni^bu^s e_xcu^ti^a_m fa^ce*s,1
['28'],['#medea'],"caeloque lucem, spectat hoc nostri sator",0.9166666666666666,27, c[ae]lo_qve^ lu_ce*m spe_cta^t ho_c no*stri_ sa^to*r,0
['29'],['#medea'],"Sol generis, et spectatur, et curru insidens",1.0,28,so*l ge^ne^ri^s e_t spe*cta_tu^r e_t cu*rr(u) i_nsi^de*ns,1
['30'],['#medea'],per solita puri spatia decurrit poli?,1.0,29, pe*r so^li^ta^ pu_ri* spa^ti^a^ de_cu*rri_t po^li*,0
['31'],['#medea'],non redit in ortus et remetitur diem?,1.0,30, no*n re^di^t i^n o_rtu*s e_t re^me_ti*tu_r di^e*m,0
['32'],['#medea'],"da, da per auras curribus patriis vehi,",1.0,31, da* da_ pe^r [au]ra*s cu_rri^bu_s pa^tri^i_s ve^hi*,0
['33'],['#medea'],"committe habenas, genitor, et flagrantibus",1.0,32, co*mmi_tt(e) ha^be_na*s ge^ni^to^r e_t fla*gra_nti^bu*s,1
['34'],['#medea'],ignifera loris tribue moderari iuga:,0.90625,33, i*gni^fe^ra^ lo_ri*s tri^bu^e^ mo^de^ra*ri_ ju^ga*,0
['35'],['#medea'],gemino Corinthos litore opponens moras,0.9428571428571428,34, ge^mi^no_ co^ri_ntho*s li_to^r(i) o_ppo*ne_ns mo^ra*s,1
['36'],['#medea'],cremata flammis maria committat duo.,1.0,35, cre*ma_ta^ fla_mmi*s ma^ri^a^ co_mmi*tta_t du^o*,0
['37'],['#medea'],"hoc restat unum, pronubam thalamo feram",1.0,36, ho*c re_sta^t u_nu*m pro_nu^ba_m tha^la^mo_ fe^ra*m,0
['38'],['#medea'],ut ipsa pinum postque sacrificas preces,0.9166666666666666,37,u*t i_psa^ pi_nu*m po_stqve^ sa_cri^fi^ca_s pre^ce*s,0
['39'],['#medea'],"caedam dicatis victimas altaribus,",1.0,38, c[ae]da_m di^ca_ti*s vi_cti^ma_s a*lta_ri^bu*s,0
['40'],['#medea'],"per viscera ipsa quaere supplicio viam,",0.9142857142857143,39,pe*r vi_sce^r(a) i_psa* qv[ae]re^ su_ppli^ci^o_ vi^a*m,1
['41'],['#medea'],"si vivis, anime, si quid antiqui tibi",0.8125,40, si* vi_vi^s a^ni^me* si_ qvi^d a_nti*qvi_ ti^bi*,0
['42'],['#medea'],remanet vigoris; pelle femineos metus,1.0,41, re^ma^ne_t vi^go_ri*s pe_lle^ fe_mi^ne^o_s me^tu*s,0
['43'],['#medea'],"et inhospitalem Caucasum mente indue,",1.0,42, e^t i^nho_spi^ta_le*m c[au]ca^su_m me*nt(e) i_ndu^e*,1
['44'],['#medea'],"quodcumque vidit Pontus aut Phasis nefas,",0.8648648648648649,43, qvo*dcu_mqve^ vi_di*t pha_si^s [au]t po*ntu_s ne^fa*s,0
['45'],['#medea'],"videbit Isthmos. effera ignota horrida,",1.0,44, vi*de_bi^t i_sthmo*s e_ffe^r(a) i_gno*t(a) ho_rri^da*,2
['46'],['#medea'],tremenda caelo pariter ac terris mala,1.0,45, tre*me_nda^ c[ae]lo* pa^ri^te^r a_c te*rri_s ma^la*,0
['47'],['#medea'],mens intus agitat: vulnera et caedem et vagum,1.0,46, me*ns i_ntu^s a^gi^ta*t vu_lne^r(a) e_t c[ae]d(e)m e_t va^gu*m,2
['48'],['#medea'],funus per artus— levia memoravi nimis:,1.0,47, fu*nu_s pe^r a_rtu*s le^vi^a^ me^mo^ra*vi_ ni^mi*s,0
['49'],['#medea'],haec virgo feci; gravior exurgat dolor:,1.0,48, h[ae]c vi_rgo^ fe_ci* gra^vi^o^r e_xu*rga_t do^lo*r,0
['50'],['#medea'],maiora iam me scelera post partus decent.,0.8378378378378378,49, ma*jo_ra^ ja_m me* sce^le^ra^ po_st pa*rtu_s de^ce*nt,0
['51'],['#medea'],accingere ira teque in exitium para,0.90625,50, a*cci_nge^r(e) i_ra* te_qv(e) i^n e_xi^ti^u_m pa^ra*,2
['52'],['#medea'],furore toto. paria narrentur tua,1.0,51, fu*ro_re^ to_to* pa^ri^a^ na_rre*ntu_r tu^a*,0
['53'],['#medea'],repudia thalamis: quo virum linques modo?,0.8333333333333334,52,re*pu^di^a^ tha^la^mi*s qvo_ vi^ru_m li*nqve_s mo^do*,0
['54'],['#medea'],hoc quo secuta es. rumpe iam segnes moras:,0.8378378378378378,53, ho*c qvo_ se^cu_t(a) e*s ru_mpe^ ja_m se*gne_s mo^ra*s,1
['55'],['#medea'],"quae scelere parta est, scelere linquenda est domus.",0.8936170212765957,54, qv[ae] sce^le^re^ pa_rt(a) e*st sce^le^re^ li_nqve*nd(a) e_st do^mu*s,2
['56'],['#chorus'],Ad regum thalamos numine prospero,0.0,,,0
['57'],['#chorus'],qui caelum superi quique regnat fretum,0.0,,,0
['58'],['#chorus'],"assint cum populis rite faventibus,",0.0,,,0
['59'],['#chorus'],primum sceptriferis colla Tonantibus,0.0,,,0
['60'],['#chorus'],taurus celsa ferat tergore candido;,0.0,,,0
['61'],['#chorus'],Latinam nivei femina corporis,0.0,,,0
['62'],['#chorus'],intemptata iugo placet et asperi,0.0,,,0
['63'],['#chorus'],"Martis sanguineas quae cohibet manus,",0.0,,,0
['64'],['#chorus'],quae dat belligeris foedera gentibus,0.0,,,0
['65'],['#chorus'],"et cornu retinet divite copiam,",0.0,,,0
['66'],['#chorus'],"donetur tenera mitior hostia,",0.0,,,0
['67'],['#chorus'],"et tu, qui facibus legitimis ades,",0.0,,,0
['68'],['#chorus'],noctem discutiens auspice dextera,0.0,,,0
['69'],['#chorus'],"huc incede gradu marcidus ebrio,",0.0,,,0
['70'],['#chorus'],praecingens roseo tempora vinculo.,0.0,,,0
['71'],['#chorus'],"et tu quae, gemini praevia temporis,",0.0,,,0
['72'],['#chorus'],"tarde, stella, redis semper amantibus:",0.0,,,0
['73'],['#chorus'],"te matres, avide te cupiunt nurus",0.0,,,0
['74'],['#chorus'],quamprimum radios spargere lucidos.,0.0,,,0
['75'],['#chorus'],Vincit virgineus decor,0.0,,,0
['76'],['#chorus'],"longe Cecropias nurus,",0.0,,,0
['77'],['#chorus'],et quas Taygeti iugis,0.0,,,0
['78'],['#chorus'],exercet iuvenum modo,0.0,,,0
['79'],['#chorus'],"muris quod caret oppidum,",0.0,,,0
['80'],['#chorus'],et quas Aonius latex,0.0,,,0
['81'],['#chorus'],Alpheosque sacer lavat.,0.0,,,0
['82'],['#chorus'],"Si forma velit aspici,",0.0,,,0
['83'],['#chorus'],cedent Aesonio duci,0.0,,,0
['84'],['#chorus'],proles fulminis improbi,0.0,,,0
['85'],['#chorus'],aptat qui iuga tigribus.,0.0,,,0
['86'],['#chorus'],"nec non, qui tripodas movet,",0.0,,,0
['87'],['#chorus'],"frater virginis asperae,",0.0,,,0
['88'],['#chorus'],cedet Castore cum suo,0.0,,,0
['89'],['#chorus'],Pollux caestibus aptior.,0.0,,,0
['90'],['#chorus'],"sic, sic, caelicolae, precor,",0.0,,,0
['91'],['#chorus'],"vincat femina coniuges,",0.0,,,0
['92'],['#chorus'],vir longe superet viros.,0.0,,,0
['93'],['#chorus'],"Haec cum femineo .constitit in choro,",0.0,,,0
['94'],['#chorus'],unius facies praenitet omnibus.,0.0,,,0
['95'],['#chorus'],"sic cum sole perit sidereus decor,",0.0,,,0
['96'],['#chorus'],et densi latitant Pleiadum greges,0.0,,,0
['97'],['#chorus'],cum Phoebe solidum lumine non suo,0.0,,,0
['98'],['#chorus'],orbem circuitis cornibus alligat.,0.0,,,0
['99'],['#chorus'],ostro sic niveus puniceo color,0.0,,,0
['100'],['#chorus'],"perfusus rubuit, sic nitidum iubar",0.0,,,0
['101'],['#chorus'],pastor luce nova roscidus aspicit.,0.0,,,0
['102'],['#chorus'],"ereptus thalamis Phasidis horridi,",0.0,,,0
['103'],['#chorus'],effrenae solitus pectora coniugis,0.0,,,0
['104'],['#chorus'],"invita trepidus prendere dextera,",0.0,,,0
['105'],['#chorus'],felix Aeoliam corripe virginem .,0.0,,,0
['106'],['#chorus'],"nunc primum soceris, sponse, volentibus.",0.0,,,0
['107'],['#chorus'],"concesso, iuvenes, ludite iurgio,",0.0,,,0
['108'],['#chorus'],"hinc illinc, iuvenes, mittite carmina:",0.0,,,0
['109'],['#chorus'],rara est in dominos iusta licentia.,0.0,,,0
['110'],['#chorus'],"Candida thyrsigeri proles generosa Lyaei,",0.0,,,0
['111'],['#chorus'],multifidam iam tempus erat succendere pinum:,0.0,,,0
['112'],['#chorus'],excute sollemnem digitis marcentibus ignem.,0.0,,,0
['113'],['#chorus'],festa dicax fundat convicia fescenninus.,0.0,,,0
['114'],['#chorus'],"solvat turba iocos— tacitis eat illa tenebris,",0.0,,,0
['115'],['#chorus'],si qua peregrino nubit fugitiva marito.,0.0,,,0
['116'],['#medea nutrix'],"Occidimus, aures pepulit hymenaeus meas.",1.0,55, o*cci^di^mu^s [au]re*s pe^pu^li^t hy^me^n[ae]u_s me^a*s,0
['117'],['#medea nutrix'],"vix ipsa tantum, vix adnue credo malum,",0.8529411764705882,56, vi*x i_psa^ ta_ntu*m vi_x a^dhu_c cre*do_ ma^lu*m,0
['118'],['#medea nutrix'],"hoc facere Iason potuit, erepto patre",1.0,57,ho*c fa^ce^r(e) i^a_so*n po^tu^i^t e_re*pto_ pa^tre*,1
['119'],['#medea nutrix'],patria atque regno sedibus solam exteris,0.918918918918919,58, pa^tri^(a) a_tqve^ re_gno* se_di^bu_s so*l(a)m e_xte^ri*s,2
['120'],['#medea nutrix'],deserere durus? merita contempsit mea,1.0,59, de*se^re^re^ du_ru*s me^ri^ta^ co_nte*mpsi_t me^a*,0
['121'],['#medea nutrix'],qui scelere flammas viderat vinci et mare?,0.9473684210526315,60, qvi* sce^le^re^ fla_mma*s vi_de^ra_t vi*nc(i) e_t ma^re*,1
['122'],['#medea nutrix'],adeone credit omne consumptum nefas?,1.0,61, a^de^o_ne^ cre_di*t o_mne^ co_nsu*mptu_m ne^fa*s,0
['123'],['#medea nutrix'],incerta vaecors mente vaesana feror,0.75,62, i*nce_rta^ ve_co*rs me_nte^ no_n sa*na_ fe^ro*r,0
['124'],['#medea nutrix'],partes in omnes; unde me ulcisci queam?,0.9117647058823529,63, pa*rte_s i^n o_mne*s u_nde^ m(e) u_lci*sci_ qve^a*m,1
['125'],['#medea nutrix'],utinam esset illi frater! est coniunx: in hanc,0.926829268292683,64, u^ti^n(a)m e_sse^t i_lli* fra_te^r e_st co*nju_nx i^n ha*nc,1
['126'],['#medea nutrix'],ferrum exigatur. hoc meis satis est malis?,1.0,65, fe*rr(u)m e_xi^ga_tu*r ho_c me^i_s sa^ti^s e_st ma^li*s,1
['127'],['#medea nutrix'],"si quod Pelasgae, si quod urbes barbarae",0.8333333333333334,66, si* qvo_d pe^la_sg[ae] si_ qvo^d u_rbe*s ba_rba^r[ae],0
['128'],['#medea nutrix'],"novere facinus quod tuae ignorent manus,",0.9166666666666666,67, no*ve_re^ fa^ci^nu*s qvo_d tu^(ae) i_gno*re_nt ma^nu*s,1
['129'],['#medea nutrix'],nunc est parandum. scelera te hortentur tua,1.0,68, nu*nc e_st pa^ra_ndu*m sce^le^ra^ t(e) ho_rte*ntu_r tu^a*,1
['130'],['#medea nutrix'],et cuncta redeant f inclitum regni decus,0.918918918918919,69, e*t cu_ncta^ re^de^a*nt i_ncli^tu_m re*gni_ de^cu*s,0
['131'],['#medea nutrix'],raptum et nefandae virginis parvus comes,1.0,70, ra*pt(u)m e_t ne^fa_nd[ae] vi_rgi^ni_s pa*rvu_s co^me*s,1
['132'],['#medea nutrix'],"divisus ense, funus ingestum. patri",1.0,71, di*vi_su^s e_nse* fu_nu^s i_nge*stu_m pa^tri*,0
['133'],['#medea nutrix'],sparsum que ponto corpus et Peliae senis,0.8648648648648649,72, spa*rsu_mqve^ po_nto* co_rpu^s e_t pe^li^[ae] se^ni*s,0
['134'],['#medea nutrix'],decocta aeno membra: funestum impie,1.0,73, de*co_ct(a) a^e_no* me_mbra^ fu_ne*st(u)m i_mpi^e*,2
['135'],['#medea nutrix'],"quam saepe fudi sanguinem, et nullum scelus",0.8717948717948718,74, qva*m s[ae]pe^ fu_di* sa_ngvi^n(e)m e_t nu*llu_m sce^lu*s,1
['136'],['#medea nutrix'],irata feci: suasit infelix amor.,0.8148148148148148,75, i*ra_ta^ fe_ci* s[ae]vi^t i_nfe*li_x a^mo*r,0
['137'],['#medea nutrix'],"Quid tamen Iason potuit, alieni arbitri",1.0,76,qui*d ta^me^n i^a_so*n po^tu^i^t a^li^e*n(i) a_rbi^tri*,1
['138'],['#medea nutrix'],iurisque factus? debuit ferro obvium,0.875,77, ju*ri_sqve^ fa_ctu*s de_bu^i_t fe*rr(o) o_bvi^u*m,1
['139'],['#medea nutrix'],"offerre pectus— melius, a melius, dolor",1.0,78, o*ffe_rre^ pe_ctu*s me^li^u^s a_ me^li^u_s do^lo*r,0
['140'],['#medea nutrix'],"furiose, loquere, si potest, vivat meus,",0.9090909090909091,79,fu^ri^o_se^ lo^qve^re* si_ po^te_st vi*va_t me^u*s,0
['141'],['#medea nutrix'],"ut fuit, Iason; si minus, vivat tamen",0.8387096774193549,80,u*t fu^i^t i^a_so*n si_ mi^nu_s ui*ua_t ta^me*n,0
['142'],['#medea nutrix'],memorque nostri muneris parcat mihi.,0.75,81, me*mo_rqve^ no_stri* mu_ne^ri_ pa*rca_t me^o*,0
['143'],['#medea nutrix'],"culpa est Creontis tota, qui sceptro impotens",0.926829268292683,82, cu*lp(a) e_st cre^o_nti*s to_ta^ qvi_ sce*ptr(o) i_mpo^te*ns,2
['144'],['#medea nutrix'],coniugia solvit quique genetricem abstrahit,0.775,83, co*nju^gi^a^ so_lvi*t qvi_qve^ ge^ne^tri*c(e)m a_bstra^hi*t,1
['145'],['#medea nutrix'],gnatis et arto pignore astrictam fidem,1.0,84, gna*ti_s e^t a_rto* pi_gno^r(e) a_stri*cta_m fi^de*m,1
['146'],['#medea nutrix'],"dirimit: petatur solus hic, poenas luat",1.0,85, di^ri^mi_t pe^ta_tu*r so_lu^s hi_c p[oe]na_s lu^a*t,0
['147'],['#medea nutrix'],"quas debet, alto cinere cumulabo domum;",0.9411764705882353,86, qva*s de_be^t a_lto* ci^ne^re^ cu^mu^la*bo_ do^mu*m,0
['148'],['#medea nutrix'],videbit atrum verticem flammis agi,1.0,87, vi*de_bi^t a_tru*m ve_rti^ce_m fla*mmi_s a^gi*,0
['149'],['#medea nutrix'],Malea longas navibus flectens moras.,0.90625,88,ma*le_a^ lo_nga*s na_ui^bu_s fle*cte_ns mo^ra*s,0
['150'],['#nutrix'],"Sile, obsecro, questusque secreto abditos",0.8333333333333334,89, si*l(e) o_bse^cro_ qve*stu_sqve^ se_cre*t(o) a_bdi^to*s,2
['151'],['#nutrix'],"manda dolori, gravia quisquis vulnera",0.8181818181818182,90, ma*nda_ do^lo_ri* gra^vi^a^ qvi_sqvi*s vu_lne^ra*,0
['152'],['#nutrix'],"patiente et aequo mutus animo pertulit,",0.9142857142857143,91, pa^ti^e_nt(e) e^t [ae]qvo* mu_tu^s a^ni^mo* pe_rtu^li*t,1
['153'],['#nutrix'],referre potuit: ira quae tegitur nocet;,0.9117647058823529,92, re*fe_rre^ po^tu^i*t i_ra^ qv[ae] te^gi^tu_r no^ce*t,0
['154'],['#nutrix'],professa perdunt odia vindictae locum.,1.0,93, pro*fe_ssa^ pe_rdu*nt o^di^a^ vi_ndi*ct[ae] lo^cu*m,0
['155'],['#medea'],Levis est dolor qui capere consilium potest,0.925,94, le^vi^s e_st do^lo_r qvi* ca^pe^re^ co_nsi^li^u_m po^te*st,0
['156'],['#medea'],et clepere sese: magna non latitant mala.,1.0,95, e*t cle^pe^re^ se_se* ma_gna^ no_n la^ti^ta_nt ma^la*,0
"['157', '157b']","['#medea', '#nutrix']","libet ire contra, Siste furialem impetum,",1.0,96, li^be^t i_re^ co_ntra* si_ste^ fu^ri^a*l(e)m i_mpe^tu*m,1
['158'],['#nutrix'],alumna: vix te tacita defendit quies.,0.90625,97, a*lu_mna^ vi_x te* ta^ci^ta^ de_fe*ndi_t qvi^e*s,0
['159'],['#medea'],"Fortuna fortes metuit, ignavos premit.",1.0,98, fo*rtu_na^ fo_rte*s me^tu^i^t i_gna*vo_s pre^mi*t,0
['160'],['#nutrix'],"Tunc est probanda, si locum virtus habet.",1.0,99, tu*nc e_st pro^ba_nda* si_ lo^cu_m vi*rtu_s ha^be*t,0
['161'],['#medea'],Numquam potest non esse virtuti locus.,0.9117647058823529,100, nu*mqva_m po^te_st no*n e_sse^ vi_rtu*ti_ lo^cu*s,0
['162'],['#nutrix'],Spes nulla rebus monstrat adflictis viam.,1.0,101, spe*s nu_lla^ re_bu*s mo_nstra^t a_dfli*cti_s vi^a*m,0
['163'],['#medea'],"Qui nil potest sperare, desperet nihil.",0.9411764705882353,102, qvi* ni_l po^te_st spe*ra_re^ de_spe*re_t ni^hi*l,0
['164'],['#nutrix'],"Abiere Colchi, coniugis nulla est fides",0.9142857142857143,103, a^bi^e_re^ co_lchi* co_nju^gi_s nu*ll(a) e_st fi^de*s,1
['165'],['#nutrix'],nihilque superest opibus e tantis tibi.,0.9142857142857143,104, ni*hi_lqve^ su^pe^re*st o^pi^bu^s e_ ta*nti_s ti^bi*,0
['166'],['#medea'],"Medea superest, hic mare et terras vides",1.0,105, me*de_a^ su^pe^re*st hi_c ma^r(e) e_t te*rra_s vi^de*s,1
['167'],['#medea'],ferrumque et ignes et deos et fulmina.,0.9117647058823529,106, fe*rru_mqv(e) e^t i_gne*s e_t de^o_s e*t fu_lmi^na*,1
"['168', '168b']","['#nutrix', '#medea']","Rex est timendus, Rex meus fuerat pater.",1.0,107, re*x e_st ti^me_ndu*s re_x me^u_s fu^e^ra_t pa^te*r,0
"['169', '169b']","['#nutrix', '#medea']",Non metuis arma? Sint licet terra edita.,1.0,108, no*n me^tu^i^s a_rma* si_nt li^ce_t te*rr(a) e_di^ta*,1
"['170', '170b', '170c', '170d']","['#nutrix', '#nutrix', '#nutrix', '#medea']",Moriere. Cupio. Profuge. Paenituit fugae.,1.0,109,mo^ri^e_re^ cu^pi^o* pro^fu^ge^ p[ae]ni^tu^i_t fu^g[ae],0
"['171', '171b', '171c', '171d']","['#nutrix', '#medea', '#nutrix', '#medea']",Medea Fiam Mater es. Cui sim vides.,0.9666666666666667,110,me*de_a^ fi_a*m ma_te^r e_s c[ui] si_m vi^de*,0
"['172', '172b']","['#nutrix', '#medea']","Profugere dubitas? Fugiam, ut ulciscar prius.",0.9230769230769231,111,pro*fu^ge^re^ du^bi^ta*s fu^gi^(a)m a^t u_lci*sca_r pri^u*s,1
"['173', '173b']","['#nutrix', '#medea']","Vindex sequetur, Forsan inveniam moras.",0.9117647058823529,112, vi*nde_x se^qve_tu*r fo_rsa^n i_nve^ni^a_m mo^ra*s,0
['174'],['#nutrix'],"Compesce verba, parce iam, demens, minis",0.9117647058823529,113, co*mpe_sce^ ve_rba* pa_rce^ ja_m de*me_ns mi^ni*s,0
['175'],['#nutrix'],animosque minue: tempori aptari decet.,0.9393939393939394,114, a^ni^mo_sqve^ mi^nu^e* te_mpo^r(i) a_pta*ri_ de^ce*t,1
['176'],['#medea'],"Fortuna opes auferre, non animum potest,",1.0,115, fo*rtu_n(a) o^pe_s [au]fe_rre^ no_n a^ni^mu_m po^te*st,1
['177'],['#medea'],sed cuius ictu regius cardo strepit?,0.9375,116, se*d cu_ju^s i_ctu* re_gi^u_s ca*rdo_ stre^pi*t,0
['178'],['#medea'],ipse' est Pelasgo tumidus imperio Creo.,1.0,117, i*ps(e) e_st pe^la_sgo* tu^mi^du^s i_mpe^ri^o_ cre^o*,1
['179'],['#creon medea'],"Medea, Colchi noxium Aeetae genus,",1.0,118,me*de_a^ co_lchi* no_xi^(u)m [ae]e*t[ae] ge^nu*s,1
['180'],['#creon medea'],nondum meis exportat e regnis pedem?,1.0,119, no*ndu_m me^i_s e*xpo_rta^t e_ re*gni_s pe^de*m,0
['181'],['#creon medea'],"molitur aliquid: nota fraus, nota est manus,",0.9210526315789473,120,mo*li_tu^r a^li^qvi*d no_ta^ fr[au]s no*t(a) e_st ma^nu*s,1
['182'],['#creon medea'],cui parcet illa quemve securum sinet?,0.8181818181818182,121,c[ui] pa_rce^t i_lla* qve_mue^ se_cu*ru_m si^ne*t,0
['183'],['#creon medea'],abolere propere pessimam ferro luem,1.0,122, a^bo^le_re^ pro^pe^re* pe_ssi^ma_m fe*rro_ lu^e*m,0
['184'],['#creon medea'],"equidem parabam: precibus evicit gener,",0.9117647058823529,123, e^qvi^de_m pa^ra_ba*m pre^ci^bu^s e_vi*ci_t ge^ne*r,0
['185'],['#creon medea'],"concessa vita est, liberet fines metu",0.9090909090909091,124,co*nce_ssa^ ui_t(a) e*st li_be^re_t fi*ne_s me^tu*,1
['186'],['#creon medea'],abeatque tuta. fert gradum contra ferox,0.9142857142857143,125, a^be^a_tqve^ tu_ta* fe_rt gra^du_m co*ntra_ fe^ro*x,0
['187'],['#creon medea'],"minaxque nostros propius affatus petit,",0.9142857142857143,126, mi*na_xqve^ no_stro*s pro^pi^u^s a_ffa*tu_s pe^ti*t,0
['188'],['#creon medea'],"arcete, famuli, tactu et accessu procul,",1.0,127, a*rce_te^ fa^mu^li* ta_ct(u) e^t a_cce*ssu_ pro^cu*l,1
['189'],['#creon medea'],iubete sileat. regium imperium pati,0.967741935483871,128, ju*be_te^ si^le^a*t re_gi^(u)m i_mpe^ri^u_m pa^ti*,1
['190'],['#creon medea'],"aliquando discat, vade veloci fuga",0.8,129,a^li^qva_ndo^ di_sca*t va_de^ ve_lo*ci_ vi^a*,0
['191'],['#creon medea'],monstrumque saevum horribile iamdudum avehe.,0.85,130, mo*nstru_mqve^ s[ae]v(u)m ho*rri^bi^le^ ja_mdu*d(u)m a_ve^he*,2
['192'],['#medea'],Quod crimen aut quae culpa multatur fuga?,0.8648648648648649,131, qvo*d cri_me^n [au]t qv[ae] cu_lpa^ mu_lta*tu_r fu^ga*,0
['193'],['#creon'],"Quae causa pellat, innocens mulier rogat.",0.9444444444444444,132, qv[ae] c[au]sa^ pe_lla*t i_nno^ce_ns mu^li^e_r ro^ga*t,0
['194'],['#medea'],"Si iudicas, cognosce, si regnas, iube.",0.8064516129032258,133, si* ju_di^ca_s co*gno_sce^ si_ re*gna_s ju^be*,0
['195'],['#creon'],Aequum atque iniquum regis imperium feras.,0.7631578947368421,134, [ae]qv(u)m a_tqv(e) i^ni_qvu*m re_gi^s i_mpe^ri^u_m fe^ra*s,2
['196'],['#medea'],Iniqua numquam regna perpetuo manent.,0.8181818181818182,135, i*ni_qva^ nu_mqva*m re_gna^ pe_rpe^tu^o_ ma^ne*nt,0
"['197', '197b']","['#creon', '#medea']","I, querere Colchis, Redeo: qui advexit, ferat.",0.8947368421052632,136,i* que^re^re^ co_lchi*s re^de^o^ qu(i) [au]e*xi_t fe^ra*t,1
['198'],['#creon'],Vox constitute sera decreto venit.,0.8,137,vo*x co_nsti^tu_to* se_ra^ de_cre*to_ ue^ni*t,0
['199'],['#medea'],"Qui statuit aliquid parte inaudita altera,",0.868421052631579,138, qvi* sta^tu^i^t a^li^qvi*d pa_rt(e) i^n[au]di*t(a) a_lte^ra*,2
